awardID,yearID,lgID,playerID,pointsWon,pointsMax,votesFirst
Cy Young,2018,AL,colege01,26,210,0
Cy Young,2018,AL,bauertr01,13,210,0
Cy Young,2018,AL,treinbl01,13,210,0
Cy Young,2018,AL,diazed04,4,210,0
Cy Young,2018,AL,severlu01,1,210,0
Cy Young,2018,NL,degroja01,207,210,29
Cy Young,2018,NL,scherma01,123,210,1
Cy Young,2018,NL,nolaaa01,86,210,0
Cy Young,2018,NL,freelky01,49,210,0
Cy Young,2018,NL,corbipa01,23,210,0
Cy Young,2018,NL,mikolmi01,13,210,0
Cy Young,2018,NL,haderjo01,4,210,0
Cy Young,2018,NL,foltymi01,3,210,0
Cy Young,2018,NL,lestejo01,2,210,0
MVP,2018,AL,bettsmo01,410,420,28
MVP,2018,AL,troutmi01,265,420,1
MVP,2018,AL,ramirjo01,208,420,0
MVP,2018,AL,martijd02,198,420,1
MVP,2018,AL,bregmal01,192,420,0
MVP,2018,AL,lindofr01,169,420,0
MVP,2018,AL,chapmma01,141,420,0
MVP,2018,AL,daviskh01,41,420,0
MVP,2018,AL,snellbl01,38,420,0
MVP,2018,AL,verlaju01,26,420,0
MVP,2018,AL,hanigmi01,16,420,0
MVP,2018,AL,judgeaa01,10,420,0
MVP,2018,AL,altuvjo01,9,420,0
MVP,2018,AL,bogaexa01,9,420,0
MVP,2018,AL,simmoan01,7,420,0
MVP,2018,AL,treinbl01,7,420,0
MVP,2018,AL,merriwh01,6,420,0
MVP,2018,AL,diazed04,5,420,0
MVP,2018,AL,stantmi03,4,420,0
MVP,2018,AL,gregodi01,3,420,0
MVP,2018,AL,lowrije01,3,420,0
MVP,2018,AL,bauertr01,1,420,0
MVP,2018,AL,hicksaa01,1,420,0
MVP,2018,AL,salech01,1,420,0
MVP,2018,NL,yelicch01,415,420,29
MVP,2018,NL,baezja01,250,420,0
MVP,2018,NL,arenano01,203,420,0
MVP,2018,NL,freemfr01,174,420,0
MVP,2018,NL,degroja01,141,420,1
MVP,2018,NL,goldspa01,115,420,0
MVP,2018,NL,cainlo01,109,420,0
MVP,2018,NL,storytr01,108,420,0
MVP,2018,NL,carpema01,105,420,0
MVP,2018,NL,scherma01,59,420,0
MVP,2018,NL,rendoan01,21,420,0
MVP,2018,NL,acunaro01,19,420,0
MVP,2018,NL,nolaaa01,16,420,0
MVP,2018,NL,turneju01,10,420,0
MVP,2018,NL,muncyma01,8,420,0
MVP,2018,NL,aguilje01,7,420,0
MVP,2018,NL,rizzoan01,6,420,0
MVP,2018,NL,markani01,2,420,0
MVP,2018,NL,suareeu01,2,420,0
Rookie of the Year,2018,AL,ohtansh01,137,150,25
Rookie of the Year,2018,AL,andujmi01,89,150,5
Rookie of the Year,2018,AL,torregl01,25,150,0
Rookie of the Year,2018,AL,wendljo01,17,150,0
Rookie of the Year,2018,AL,palkada01,1,150,0
Rookie of the Year,2018,AL,yarbrry01,1,150,0
Rookie of the Year,2018,NL,acunaro01,144,150,27
Rookie of the Year,2018,NL,sotoju01,89,150,2
Rookie of the Year,2018,NL,buehlwa01,28,150,1
Rookie of the Year,2018,NL,anderbr06,4,150,0
Rookie of the Year,2018,NL,flaheja01,2,150,0
Rookie of the Year,2018,NL,baderha01,1,150,0
Rookie of the Year,2018,NL,hiranyo01,1,150,0
Rookie of the Year,2018,NL,mcneije01,1,150,0
Cy Young,2020,AL,biebesh01,210,210,30
Cy Young,2020,AL,maedake01,92,210,0
Cy Young,2020,AL,ryuhy01,51,210,0
Cy Young,2020,AL,colege01,50,210,0
Cy Young,2020,AL,keuchda01,46,210,0
Cy Young,2020,AL,lynnla01,22,210,0
Cy Young,2020,AL,giolilu01,18,210,0
Cy Young,2020,AL,bassich01,10,210,0
Cy Young,2020,AL,bundydy01,5,210,0
Cy Young,2020,AL,hendrli01,5,210,0
Cy Young,2020,AL,valdefr01,1,210,0
Cy Young,2020,NL,bauertr01,201,210,27
Cy Young,2020,NL,darviyu01,123,210,3
Cy Young,2020,NL,degroja01,89,210,0
Cy Young,2020,NL,lametdi01,57,210,0
Cy Young,2020,NL,friedma01,15,210,0
Cy Young,2020,NL,burneco01,12,210,0
Cy Young,2020,NL,nolaaa01,3,210,0
Cy Young,2020,NL,willide03,3,210,0
Cy Young,2020,NL,galleza01,2,210,0
Cy Young,2020,NL,hendrky01,2,210,0
Cy Young,2020,NL,kershcl01,2,210,0
Cy Young,2020,NL,wheelza01,1,210,0
MVP,2020,AL,abreujo02,374,420,21
MVP,2020,AL,ramirjo01,303,420,8
MVP,2020,AL,lemahdj01,230,420,1
MVP,2020,AL,biebesh01,173,420,0
MVP,2020,AL,troutmi01,172,420,0
MVP,2020,AL,cruzne02,128,420,0
MVP,2020,AL,anderti01,125,420,0
MVP,2020,AL,lowebr01,104,420,0
MVP,2020,AL,voitlu01,85,420,0
MVP,2020,AL,rendoan01,42,420,0
MVP,2020,AL,hernate01,8,420,0
MVP,2020,AL,verdual01,6,420,0
MVP,2020,AL,hendrli01,4,420,0
MVP,2020,AL,ryuhy01,4,420,0
MVP,2020,AL,springe01,4,420,0
MVP,2020,AL,buxtoby01,2,420,0
MVP,2020,AL,bogaexa01,1,420,0
MVP,2020,AL,fletcda02,1,420,0
MVP,2020,AL,keuchda01,1,420,0
MVP,2020,AL,lewisky01,1,420,0
MVP,2020,AL,perezsa02,1,420,0
MVP,2020,AL,rosared01,1,420,0
MVP,2020,NL,freemfr01,410,420,28
MVP,2020,NL,bettsmo01,268,420,2
MVP,2020,NL,machama01,221,420,0
MVP,2020,NL,tatisfe02,201,420,0
MVP,2020,NL,sotoju01,172,420,0
MVP,2020,NL,ozunama01,167,420,0
MVP,2020,NL,turnetr01,83,420,0
MVP,2020,NL,yastrmi01,81,420,0
MVP,2020,NL,seageco01,43,420,0
MVP,2020,NL,bauertr01,32,420,0
MVP,2020,NL,storytr01,23,420,0
MVP,2020,NL,acunaro01,21,420,0
MVP,2020,NL,smithdo02,16,420,0
MVP,2020,NL,darviyu01,14,420,0
MVP,2020,NL,goldspa01,9,420,0
MVP,2020,NL,beltbr01,2,420,0
MVP,2020,NL,myerswi01,2,420,0
MVP,2020,NL,friedma01,1,420,0
MVP,2020,NL,happia01,1,420,0
MVP,2020,NL,swansda01,1,420,0
MVP,2020,NL,teperry01,1,420,0
MVP,2020,NL,willide03,1,420,0
Rookie of the Year,2020,AL,lewisky01,150,150,30
Rookie of the Year,2020,AL,roberlu01,83,150,0
Rookie of the Year,2020,AL,javiecr01,11,150,0
Rookie of the Year,2020,AL,castrwi01,7,150,0
Rookie of the Year,2020,AL,murphse01,7,150,0
Rookie of the Year,2020,AL,karinja01,5,150,0
Rookie of the Year,2020,AL,walshja01,4,150,0
Rookie of the Year,2020,AL,luzarje01,1,150,0
Rookie of the Year,2020,AL,mountry01,1,150,0
Rookie of the Year,2020,AL,singebr01,1,150,0
Rookie of the Year,2020,NL,willide03,95,150,14
Rookie of the Year,2020,NL,bohmal01,74,150,9
Rookie of the Year,2020,NL,croneja01,74,150,6
Rookie of the Year,2020,NL,gonsoto01,11,150,1
Rookie of the Year,2020,NL,maydu01,8,150,0
Rookie of the Year,2020,NL,hayeske01,5,150,0
Rookie of the Year,2020,NL,anderia01,1,150,0
Rookie of the Year,2020,NL,gimenan01,1,150,0
Rookie of the Year,2020,NL,sanchsi01,1,150,0
Cy Young,2021,AL,rayro02,207,210,29
Cy Young,2021,AL,colege01,123,210,1
Cy Young,2021,AL,lynnla01,48,210,0
Cy Young,2021,AL,eovalna01,41,210,0
Cy Young,2021,AL,rodonca01,34,210,0
Cy Young,2021,AL,montafr02,21,210,0
Cy Young,2021,AL,mcculla02,14,210,0
Cy Young,2021,AL,hendrli01,10,210,0
Cy Young,2021,AL,berrijo01,8,210,0
Cy Young,2021,AL,bassich01,2,210,0
Cy Young,2021,AL,giolilu01,1,210,0
Cy Young,2021,AL,iglesra01,1,210,0
Cy Young,2021,NL,burneco01,151,210,12
Cy Young,2021,NL,wheelza01,141,210,12
Cy Young,2021,NL,scherma01,113,210,6
Cy Young,2021,NL,buehlwa01,70,210,0
Cy Young,2021,NL,woodrbr01,21,210,0
Cy Young,2021,NL,gausmke01,7,210,0
Cy Young,2021,NL,uriasju01,3,210,0
Cy Young,2021,NL,wainwad01,3,210,0
Cy Young,2021,NL,degroja01,1,210,0
MVP,2021,AL,ohtansh01,420,420,30
MVP,2021,AL,guerrvl02,269,420,0
MVP,2021,AL,semiema01,232,420,0
MVP,2021,AL,judgeaa01,171,420,0
MVP,2021,AL,correca01,163,420,0
MVP,2021,AL,ramirjo01,133,420,0
MVP,2021,AL,perezsa02,103,420,0
MVP,2021,AL,olsonma02,90,420,0
MVP,2021,AL,mullice01,87,420,0
MVP,2021,AL,lowebr01,34,420,0
MVP,2021,AL,deverra01,28,420,0
MVP,2021,AL,bichebo01,7,420,0
MVP,2021,AL,bogaexa01,7,420,0
MVP,2021,AL,abreujo02,5,420,0
MVP,2021,AL,colege01,4,420,0
MVP,2021,AL,eovalna01,4,420,0
MVP,2021,AL,rayro02,4,420,0
MVP,2021,AL,altuvjo01,3,420,0
MVP,2021,AL,hernate01,2,420,0
MVP,2021,AL,hanigmi01,1,420,0
MVP,2021,AL,meadoau01,1,420,0
MVP,2021,AL,tuckeky01,1,420,0
MVP,2021,AL,zuninmi01,1,420,0
MVP,2021,NL,harpebr03,348,420,17
MVP,2021,NL,sotoju01,274,420,6
MVP,2021,NL,tatisfe02,244,420,2
MVP,2021,NL,crawfbr01,213,420,4
MVP,2021,NL,turnetr01,185,420,1
MVP,2021,NL,goldspa01,128,420,0
MVP,2021,NL,rileyau01,111,420,0
MVP,2021,NL,oneilty01,62,420,0
MVP,2021,NL,freemfr01,43,420,0
MVP,2021,NL,muncyma01,38,420,0
MVP,2021,NL,reynobr01,33,420,0
MVP,2021,NL,casteni01,24,420,0
MVP,2021,NL,albieoz01,12,420,0
MVP,2021,NL,scherma01,11,420,0
MVP,2021,NL,burneco01,9,420,0
MVP,2021,NL,adamewi01,8,420,0
MVP,2021,NL,vottojo01,8,420,0
MVP,2021,NL,machama01,7,420,0
MVP,2021,NL,wheelza01,6,420,0
MVP,2021,NL,wainwad01,3,420,0
MVP,2021,NL,gausmke01,1,420,0
MVP,2021,NL,poseybu01,1,420,0
MVP,2021,NL,wadela01,1,420,0
Rookie of the Year,2021,AL,arozara01,124,150,22
Rookie of the Year,2021,AL,garcilu05,63,150,2
Rookie of the Year,2021,AL,francwa01,30,150,2
Rookie of the Year,2021,AL,garciad02,27,150,3
Rookie of the Year,2021,AL,claseem01,11,150,1
Rookie of the Year,2021,AL,mountry01,10,150,0
Rookie of the Year,2021,AL,mcclash01,3,150,0
Rookie of the Year,2021,AL,manoaal01,2,150,0
Rookie of the Year,2021,NL,indiajo01,148,150,29
Rookie of the Year,2021,NL,rogertr01,86,150,1
Rookie of the Year,2021,NL,carlsdy01,22,150,0
Rookie of the Year,2021,NL,wisdopa01,5,150,0
Rookie of the Year,2021,NL,anderia01,3,150,0
Rookie of the Year,2021,NL,schwifr01,2,150,0
Rookie of the Year,2021,NL,stephty01,2,150,0
Rookie of the Year,2021,NL,bednada01,1,150,0
Rookie of the Year,2021,NL,gutievl01,1,150,0
